FID,id,vejkode,vejnavn,park_id,bydel,distrikt,kurv_type,kurv_farve,kurv_laag,kurv_tilstand,kurv_driftsopgave,kurv_placering,tomn_rute_basis,tomn_rute_weekend,tomn_rute_middag,tomn_rute_efterm,tomningsfrekvens,kurv_foto,reg_metode,bemaerkning,reg_dato,rettet_dato,wkb_geometry
affaldskurv.464,7672,1544,Emdrupvej,,Bispebjerg,5,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-10T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.533932632067279 55.722866383414996))
affaldskurv.465,7373,1544,Emdrupvej,,Bispebjerg,5,Richard Müller T5,Blå,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-10T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.53933721268059 55.72264073370698))
affaldskurv.466,6381,1544,Emdrupvej,,Bispebjerg,4,Richard Müller T5,Grøn,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-04T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.550509868037018 55.719567588808154))
affaldskurv.467,6376,1544,Emdrupvej,,Bispebjerg,4,Richard Müller T5,Grøn,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-04T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.546379731353602 55.72142809498424))
affaldskurv.468,6100,1544,Emdrupvej,,Bispebjerg,4,Richard Müller T5,Grøn,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-04T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.55612487717365 55.71876656903445))
affaldskurv.469,6099,1544,Emdrupvej,,Bispebjerg,4,Richard Müller T5,Grøn,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-04T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.555276539664378 55.71873583985361))
affaldskurv.470,6369,1544,Emdrupvej,,Bispebjerg,4,Richard Müller T5,Blå,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-04T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.544720689076565 55.7222741379764))
affaldskurv.471,9040,1588,Enghave Plads,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.544510465433389 55.666373952235766))
affaldskurv.472,9530,1588,Enghave Plads,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Ikke registreret,Ikke registreret,Ikke registreret,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2011-07-05T15:15:36,2014-09-09T09:53:27,MULTIPOINT ((12.54587658965331 55.66688754889386))
affaldskurv.473,10302,1588,Enghave Plads,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2013-05-17T15:29:08,2014-09-09T09:53:27,MULTIPOINT ((12.547684231512475 55.66741448060605))
affaldskurv.474,6874,1588,Enghave Plads,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Grøn,Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,københavner askebæger,2001-08-24T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.547216022424747 55.666938033145065))
affaldskurv.475,8983,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.537337806404528 55.655335478594026))
affaldskurv.476,8974,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.545264559018884 55.66945563385797))
affaldskurv.477,8973,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.545158019440589 55.66926063263202))
affaldskurv.478,8972,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.5447950355739 55.668669082555404))
affaldskurv.479,8969,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.544662508893184 55.66850058399003))
affaldskurv.480,8968,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.54442716585411 55.66810907708051))
affaldskurv.481,8967,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Oval T3,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.54372710814984 55.66691622356393))
affaldskurv.482,8966,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Oval T3,Grøn,Ikke registreret,Slidt/grim,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.543572641820955 55.66665336550167))
affaldskurv.483,8965,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Oval T3,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.543446475086883 55.66642473425771))
affaldskurv.484,8964,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.543361187768715 55.66614024670733))
affaldskurv.485,8963,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.54268949469281 55.66493480002942))
affaldskurv.486,8961,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.541994809759423 55.66317231440651))
affaldskurv.487,8958,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.542906793425972 55.66493321754658))
affaldskurv.488,8957,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.543184721760682 55.665458069892225))
affaldskurv.489,8956,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.543463940761052 55.665841956205014))
affaldskurv.490,8954,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.544365692484062 55.6674162797882))
affaldskurv.491,8953,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.544874723337575 55.668410876058715))
affaldskurv.492,8952,1592,Enghavevej,0,Vesterbro-Kongens Enghave,,Richard Müller T5,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.546097580662936 55.67058075178247))
affaldskurv.493,7280,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.54391377275087 55.66653800350656))
affaldskurv.494,7279,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-02-01T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.543767949212619 55.666218740521614))
affaldskurv.495,6723,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Med låg,Afbrændt,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.545824718274169 55.671267972865714))
affaldskurv.496,6692,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-14T00:00:00,2017-06-16T14:30:05,MULTIPOINT ((12.540324945586809 55.66068891373476))
affaldskurv.497,6659,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2001-08-14T00:00:00,2017-04-18T12:11:58.407,MULTIPOINT ((12.538340183238992 55.654735264783625))
affaldskurv.498,6650,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-14T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.537704658388913 55.655212856773446))
affaldskurv.499,6646,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-14T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.538947118034214 55.65820387539523))
affaldskurv.500,6639,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.543304805357524 55.66616216968014))
affaldskurv.501,6638,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Slidt/grim,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.54339726637537 55.66632804189113))
affaldskurv.502,6637,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Københavnerkurv,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.543484277916106 55.666476659370126))
affaldskurv.503,6636,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.543823312765015 55.66707266257662))
affaldskurv.504,6635,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Slidt/grim,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.543917121144377 55.667239541973615))
affaldskurv.505,6634,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Rimelig/god stand,Ikke registreret,Vej/Fortov,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.544029592482048 55.667437644139746))
affaldskurv.506,6909,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.539899635938646 55.658940008369875))
affaldskurv.507,6627,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Københavnerkurv,Grøn,Med låg,Ny/velholdt,Ikke registreret,Park,Valby Team 5,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-23T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.541750944183251 55.66369729520912))
affaldskurv.508,6619,1592,Enghavevej,,Vesterbro-Kongens Enghave,2,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-22T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.54167733927455 55.662111072818334))
affaldskurv.509,10104,1600,Englandsvej,0,Amager Vest,3,Richard Müller T5,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2012-12-13T14:08:21,2014-09-09T09:53:27,MULTIPOINT ((12.606084127289064 55.65731875357351))
affaldskurv.510,7553,1600,Englandsvej,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2002-11-18T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.597931965072618 55.64593768441143))
affaldskurv.511,7552,1600,Englandsvej,,Amager Vest,3,Københavnerkurv,Blå,Uden låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2002-11-18T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.60157830250181 55.65234711186287))
affaldskurv.1636,7594,3960,Kristianiagade,0,Indre By,,Københavnerkurv,Blå,Med låg,Står løs,Ikke registreret,Vej/Fortov,Team Søerne,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2009-03-20T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.58815714327492 55.695376529558196))
affaldskurv.512,7488,1600,Englandsvej,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598676726084953 55.648904438581376))
affaldskurv.513,7487,1600,Englandsvej,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.597777729115984 55.64813249547194))
affaldskurv.514,7486,1600,Englandsvej,,Amager Vest,3,Københavnerkurv,Blå,Uden låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598267234899923 55.64654793535902))
affaldskurv.515,7485,1600,Englandsvej,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598659750663627 55.64291391245525))
affaldskurv.516,7484,1600,Englandsvej,,Amager Vest,3,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.598431099409021 55.64209734633238))
affaldskurv.517,7483,1600,Englandsvej,,Amager Vest,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-07-27T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.600100380299699 55.63825830394463))
affaldskurv.518,10103,1600,Englandsvej,0,Amager Vest,3,Richard Müller T5,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,,2012-12-13T14:03:14,2014-09-09T09:53:27,MULTIPOINT ((12.606713632957346 55.65786426249792))
affaldskurv.519,7374,1616,Engsvinget,,Bispebjerg,5,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Østerbro/Bispebjerg Team 3,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-10T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.51511778873086 55.713445011258685))
affaldskurv.520,8131,1620,Engvej,,Amager Øst,3,Richard Müller T5,Grøn,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-21T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.629407151172282 55.656205944968804))
affaldskurv.521,7802,1620,Engvej,0,Amager Øst,3,Københavnerkurv,Blå,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2005-04-20T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.634153652397144 55.64813256799776))
affaldskurv.522,8982,1648,Ernst Kapers Vej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.535687615358947 55.65397252183053))
affaldskurv.523,8981,1648,Ernst Kapers Vej,0,Vesterbro-Kongens Enghave,,Københavnerkurv,Grå (metal),Uden låg,Slidt/grim,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.53734858196177 55.6549681689552))
affaldskurv.524,6649,1648,Ernst Kapers Vej,,Vesterbro-Kongens Enghave,2,Oval T3,Grøn,Ikke registreret,Slidt/grim,Ikke registreret,Vej/Fortov,Kongens Enghave Team 4,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,2001-08-14T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.537535576733056 55.6551271353129))
affaldskurv.525,9298,1676,Esplanaden,0,Indre By,,Richard Müller T5,Blå,Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Indmålt med GPS,,,2014-09-09T09:53:27,MULTIPOINT ((12.593887498522983 55.6876568333231))
affaldskurv.526,9287,1676,Esplanaden,0,Indre By,,Richard Müller T5,Blå,Med låg,Slidt/grim,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,,2014-09-09T09:53:27,MULTIPOINT ((12.59105140921282 55.68749889687237))
affaldskurv.527,5499,1676,Esplanaden,,Indre By,1,Richard Müller T5,Grøn,Med låg,Ny/velholdt,Ikke registreret,Vej/Fortov,Team Frederiksstaden,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Udefineret,rute 2,2003-07-30T00:00:00,2014-09-09T09:53:27,MULTIPOINT ((12.594423481609777 55.68789898320542))
affaldskurv.528,11689,1680,Esromgade,0,Nørrebro,2,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-02-02T11:53:27.408,2017-02-02T12:05:09.91,MULTIPOINT ((12.541147763028981 55.69907806627318))
affaldskurv.529,11688,1680,Esromgade,0,Nørrebro,2,Københavnerkurv,Grå (metal),Med låg,Rimelig/god stand,Ikke registreret,Vej/Fortov,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,Ikke defineret,,Digitaliseret manuelt,,2017-02-02T11:53:27.408,2017-02-02T12:00:44.581,MULTIPOINT ((12.541356191777508 55.69910691887124))
